date,product_id,product_name,category,quantity
2024-07-08,P006,Soft Drinks,Beverages,31
2024-07-08,P007,Sweets,Confectionery,18
2024-07-08,P008,Snacks,Packaged Foods,27
2024-07-09,P001,Rice,Staples,40
2024-07-09,P002,Milk,Dairy,27
2024-07-09,P003,Biscuits,Packaged Foods,29
2024-07-09,P004,Cooking Oil,Cooking Essentials,20
2024-07-09,P005,Bread,Bakery,24
2024-07-09,P006,Soft Drinks,Beverages,30
2024-07-09,P007,Sweets,Confectionery,20
2024-07-09,P008,Snacks,Packaged Foods,32
2024-07-10,P001,Rice,Staples,37
2024-07-10,P002,Milk,Dairy,37
2024-07-10,P003,Biscuits,Packaged Foods,31
2024-07-10,P004,Cooking Oil,Cooking Essentials,20
2024-07-10,P005,Bread,Bakery,27
2024-07-10,P006,Soft Drinks,Beverages,25
2024-07-10,P007,Sweets,Confectionery,21
2024-07-10,P008,Snacks,Packaged Foods,30
2024-07-11,P001,Rice,Staples,48
2024-07-11,P002,Milk,Dairy,30
2024-07-11,P003,Biscuits,Packaged Foods,28
2024-07-11,P004,Cooking Oil,Cooking Essentials,22
2024-07-11,P005,Bread,Bakery,24
2024-07-11,P006,Soft Drinks,Beverages,30
2024-07-11,P007,Sweets,Confectionery,18
2024-07-11,P008,Snacks,Packaged Foods,32
2024-07-12,P001,Rice,Staples,50
2024-07-12,P002,Milk,Dairy,34
2024-07-12,P003,Biscuits,Packaged Foods,26
2024-07-12,P004,Cooking Oil,Cooking Essentials,19
2024-07-12,P005,Bread,Bakery,26
2024-07-12,P006,Soft Drinks,Beverages,29
2024-07-12,P007,Sweets,Confectionery,16
2024-07-12,P008,Snacks,Packaged Foods,30
2024-07-13,P001,Rice,Staples,47
2024-07-13,P002,Milk,Dairy,36
2024-07-13,P003,Biscuits,Packaged Foods,33
2024-07-13,P004,Cooking Oil,Cooking Essentials,21
2024-07-13,P005,Bread,Bakery,27
2024-07-13,P006,Soft Drinks,Beverages,38
2024-07-13,P007,Sweets,Confectionery,24
2024-07-13,P008,Snacks,Packaged Foods,40
2024-07-14,P001,Rice,Staples,48
2024-07-14,P002,Milk,Dairy,37
2024-07-14,P003,Biscuits,Packaged Foods,34
2024-07-14,P004,Cooking Oil,Cooking Essentials,20
2024-07-14,P005,Bread,Bakery,27
2024-07-14,P006,Soft Drinks,Beverages,35
2024-07-14,P007,Sweets,Confectionery,21
2024-07-14,P008,Snacks,Packaged Foods,40
2024-07-15,P001,Rice,Staples,48
2024-07-15,P002,Milk,Dairy,31
2024-07-15,P003,Biscuits,Packaged Foods,30
2024-07-15,P004,Cooking Oil,Cooking Essentials,20
2024-07-15,P005,Bread,Bakery,26
2024-07-15,P006,Soft Drinks,Beverages,28
2024-07-15,P007,Sweets,Confectionery,16
2024-07-15,P008,Snacks,Packaged Foods,29
2024-07-16,P001,Rice,Staples,45
2024-07-16,P002,Milk,Dairy,38
2024-07-16,P003,Biscuits,Packaged Foods,25
2024-07-16,P004,Cooking Oil,Cooking Essentials,21
2024-07-16,P005,Bread,Bakery,27
2024-07-16,P006,Soft Drinks,Beverages,28
2024-07-16,P007,Sweets,Confectionery,19
2024-07-16,P008,Snacks,Packaged Foods,30
2024-07-17,P001,Rice,Staples,45
2024-07-17,P002,Milk,Dairy,30
2024-07-17,P003,Biscuits,Packaged Foods,24
2024-07-17,P004,Cooking Oil,Cooking Essentials,22
2024-07-17,P005,Bread,Bakery,23
2024-07-17,P006,Soft Drinks,Beverages,27
2024-07-17,P007,Sweets,Confectionery,16
2024-07-17,P008,Snacks,Packaged Foods,28
2024-07-18,P001,Rice,Staples,44
2024-07-18,P002,Milk,Dairy,33
2024-07-18,P003,Biscuits,Packaged Foods,31
2024-07-18,P004,Cooking Oil,Cooking Essentials,21
2024-07-18,P005,Bread,Bakery,26
2024-07-18,P006,Soft Drinks,Beverages,29
2024-07-18,P007,Sweets,Confectionery,20
2024-07-18,P008,Snacks,Packaged Foods,29
2024-07-19,P001,Rice,Staples,45
2024-07-19,P002,Milk,Dairy,38
2024-07-19,P003,Biscuits,Packaged Foods,33
2024-07-19,P004,Cooking Oil,Cooking Essentials,18
2024-07-19,P005,Bread,Bakery,24
2024-07-19,P006,Soft Drinks,Beverages,31
2024-07-19,P007,Sweets,Confectionery,19
2024-07-19,P008,Snacks,Packaged Foods,32
2024-07-20,P001,Rice,Staples,49
2024-07-20,P002,Milk,Dairy,36
2024-07-20,P003,Biscuits,Packaged Foods,37
2024-07-20,P004,Cooking Oil,Cooking Essentials,21
2024-07-20,P005,Bread,Bakery,29
2024-07-20,P006,Soft Drinks,Beverages,37
2024-07-20,P007,Sweets,Confectionery,22
2024-07-20,P008,Snacks,Packaged Foods,41
2024-07-21,P001,Rice,Staples,60
2024-07-21,P002,Milk,Dairy,32
2024-07-21,P003,Biscuits,Packaged Foods,37
2024-07-21,P004,Cooking Oil,Cooking Essentials,20
2024-07-21,P005,Bread,Bakery,30
2024-07-21,P006,Soft Drinks,Beverages,37
2024-07-21,P007,Sweets,Confectionery,24
2024-07-21,P008,Snacks,Packaged Foods,43
2024-07-22,P001,Rice,Staples,46
2024-07-22,P002,Milk,Dairy,38
2024-07-22,P003,Biscuits,Packaged Foods,24
2024-07-22,P004,Cooking Oil,Cooking Essentials,23
2024-07-22,P005,Bread,Bakery,26
2024-07-22,P006,Soft Drinks,Beverages,30
2024-07-22,P007,Sweets,Confectionery,16
2024-07-22,P008,Snacks,Packaged Foods,30
2024-07-23,P001,Rice,Staples,46
2024-07-23,P002,Milk,Dairy,35
2024-07-23,P003,Biscuits,Packaged Foods,31
2024-07-23,P004,Cooking Oil,Cooking Essentials,22
2024-07-23,P005,Bread,Bakery,21
2024-07-23,P006,Soft Drinks,Beverages,30
2024-07-23,P007,Sweets,Confectionery,18
2024-07-23,P008,Snacks,Packaged Foods,31
2024-07-24,P001,Rice,Staples,40
2024-07-24,P002,Milk,Dairy,36
2024-07-24,P003,Biscuits,Packaged Foods,24
2024-07-24,P004,Cooking Oil,Cooking Essentials,21
2024-07-24,P005,Bread,Bakery,22
2024-07-24,P006,Soft Drinks,Beverages,28
2024-07-24,P007,Sweets,Confectionery,18
2024-07-24,P008,Snacks,Packaged Foods,35
2024-07-25,P001,Rice,Staples,44
2024-07-25,P002,Milk,Dairy,33
2024-07-25,P003,Biscuits,Packaged Foods,29
2024-07-25,P004,Cooking Oil,Cooking Essentials,22
2024-07-25,P005,Bread,Bakery,26
2024-07-25,P006,Soft Drinks,Beverages,27
2024-07-25,P007,Sweets,Confectionery,18
2024-07-25,P008,Snacks,Packaged Foods,28
2024-07-26,P001,Rice,Staples,46
2024-07-26,P002,Milk,Dairy,30
2024-07-26,P003,Biscuits,Packaged Foods,32
2024-07-26,P004,Cooking Oil,Cooking Essentials,20
2024-07-26,P005,Bread,Bakery,30
2024-07-26,P006,Soft Drinks,Beverages,26
2024-07-26,P007,Sweets,Confectionery,18
2024-07-26,P008,Snacks,Packaged Foods,37
2024-07-27,P001,Rice,Staples,54
2024-07-27,P002,Milk,Dairy,35
2024-07-27,P003,Biscuits,Packaged Foods,37
2024-07-27,P004,Cooking Oil,Cooking Essentials,22
2024-07-27,P005,Bread,Bakery,29
2024-07-27,P006,Soft Drinks,Beverages,35
2024-07-27,P007,Sweets,Confectionery,22
2024-07-27,P008,Snacks,Packaged Foods,36
2024-07-28,P001,Rice,Staples,50
2024-07-28,P002,Milk,Dairy,38
2024-07-28,P003,Biscuits,Packaged Foods,35
2024-07-28,P004,Cooking Oil,Cooking Essentials,19
2024-07-28,P005,Bread,Bakery,31
2024-07-28,P006,Soft Drinks,Beverages,37
2024-07-28,P007,Sweets,Confectionery,21
2024-07-28,P008,Snacks,Packaged Foods,39
2024-07-29,P001,Rice,Staples,40
2024-07-29,P002,Milk,Dairy,32
2024-07-29,P003,Biscuits,Packaged Foods,29
2024-07-29,P004,Cooking Oil,Cooking Essentials,22
2024-07-29,P005,Bread,Bakery,24
2024-07-29,P006,Soft Drinks,Beverages,29
2024-07-29,P007,Sweets,Confectionery,17
2024-07-29,P008,Snacks,Packaged Foods,33
2024-07-30,P001,Rice,Staples,44
2024-07-30,P002,Milk,Dairy,37
2024-07-30,P003,Biscuits,Packaged Foods,29
2024-07-30,P004,Cooking Oil,Cooking Essentials,17
2024-07-30,P005,Bread,Bakery,22
2024-07-30,P006,Soft Drinks,Beverages,27
2024-07-30,P007,Sweets,Confectionery,16
2024-07-30,P008,Snacks,Packaged Foods,33
2024-07-31,P001,Rice,Staples,43
2024-07-31,P002,Milk,Dairy,42
2024-07-31,P003,Biscuits,Packaged Foods,26
2024-07-31,P004,Cooking Oil,Cooking Essentials,20
2024-07-31,P005,Bread,Bakery,23
2024-07-31,P006,Soft Drinks,Beverages,27
2024-07-31,P007,Sweets,Confectionery,18
2024-07-31,P008,Snacks,Packaged Foods,26
2024-08-01,P001,Rice,Staples,46
2024-08-01,P002,Milk,Dairy,40
2024-08-01,P003,Biscuits,Packaged Foods,29
2024-08-01,P004,Cooking Oil,Cooking Essentials,20
2024-08-01,P005,Bread,Bakery,27
2024-08-01,P006,Soft Drinks,Beverages,28
2024-08-01,P007,Sweets,Confectionery,17
2024-08-01,P008,Snacks,Packaged Foods,26
2024-08-02,P001,Rice,Staples,47
2024-08-02,P002,Milk,Dairy,35
2024-08-02,P003,Biscuits,Packaged Foods,28
2024-08-02,P004,Cooking Oil,Cooking Essentials,20
2024-08-02,P005,Bread,Bakery,24
2024-08-02,P006,Soft Drinks,Beverages,27
2024-08-02,P007,Sweets,Confectionery,19
2024-08-02,P008,Snacks,Packaged Foods,29
2024-08-03,P001,Rice,Staples,53
2024-08-03,P002,Milk,Dairy,33
2024-08-03,P003,Biscuits,Packaged Foods,34
2024-08-03,P004,Cooking Oil,Cooking Essentials,25
2024-08-03,P005,Bread,Bakery,31
2024-08-03,P006,Soft Drinks,Beverages,37
2024-08-03,P007,Sweets,Confectionery,21
2024-08-03,P008,Snacks,Packaged Foods,39
2024-08-04,P001,Rice,Staples,50
2024-08-04,P002,Milk,Dairy,37
2024-08-04,P003,Biscuits,Packaged Foods,36
2024-08-04,P004,Cooking Oil,Cooking Essentials,22
2024-08-04,P005,Bread,Bakery,28
2024-08-04,P006,Soft Drinks,Beverages,33
2024-08-04,P007,Sweets,Confectionery,22
2024-08-04,P008,Snacks,Packaged Foods,42
2024-08-05,P001,Rice,Staples,40
2024-08-05,P002,Milk,Dairy,34
2024-08-05,P003,Biscuits,Packaged Foods,28
2024-08-05,P004,Cooking Oil,Cooking Essentials,20
2024-08-05,P005,Bread,Bakery,24
2024-08-05,P006,Soft Drinks,Beverages,31
2024-08-05,P007,Sweets,Confectionery,19
2024-08-05,P008,Snacks,Packaged Foods,29
2024-08-06,P001,Rice,Staples,47
2024-08-06,P002,Milk,Dairy,33
2024-08-06,P003,Biscuits,Packaged Foods,29
2024-08-06,P004,Cooking Oil,Cooking Essentials,21
2024-08-06,P005,Bread,Bakery,24
2024-08-06,P006,Soft Drinks,Beverages,30
2024-08-06,P007,Sweets,Confectionery,17
2024-08-06,P008,Snacks,Packaged Foods,30
2024-08-07,P001,Rice,Staples,43
2024-08-07,P002,Milk,Dairy,33
2024-08-07,P003,Biscuits,Packaged Foods,33
2024-08-07,P004,Cooking Oil,Cooking Essentials,21
2024-08-07,P005,Bread,Bakery,28
2024-08-07,P006,Soft Drinks,Beverages,33
2024-08-07,P007,Sweets,Confectionery,17
2024-08-07,P008,Snacks,Packaged Foods,32
2024-08-08,P001,Rice,Staples,41
2024-08-08,P002,Milk,Dairy,33
2024-08-08,P003,Biscuits,Packaged Foods,28
2024-08-08,P004,Cooking Oil,Cooking Essentials,18
2024-08-08,P005,Bread,Bakery,23
2024-08-08,P006,Soft Drinks,Beverages,28
2024-08-08,P007,Sweets,Confectionery,16
2024-08-08,P008,Snacks,Packaged Foods,34
2024-08-09,P001,Rice,Staples,42
2024-08-09,P002,Milk,Dairy,43
2024-08-09,P003,Biscuits,Packaged Foods,29
2024-08-09,P004,Cooking Oil,Cooking Essentials,20
2024-08-09,P005,Bread,Bakery,22
2024-08-09,P006,Soft Drinks,Beverages,32
2024-08-09,P007,Sweets,Confectionery,20
2024-08-09,P008,Snacks,Packaged Foods,33
2024-08-10,P001,Rice,Staples,45
2024-08-10,P002,Milk,Dairy,37
2024-08-10,P003,Biscuits,Packaged Foods,33
2024-08-10,P004,Cooking Oil,Cooking Essentials,24
2024-08-10,P005,Bread,Bakery,30
2024-08-10,P006,Soft Drinks,Beverages,37
2024-08-10,P007,Sweets,Confectionery,19
2024-08-10,P008,Snacks,Packaged Foods,37
2024-08-11,P001,Rice,Staples,52
2024-08-11,P002,Milk,Dairy,40
2024-08-11,P003,Biscuits,Packaged Foods,39
2024-08-11,P004,Cooking Oil,Cooking Essentials,19
2024-08-11,P005,Bread,Bakery,29
2024-08-11,P006,Soft Drinks,Beverages,39
2024-08-11,P007,Sweets,Confectionery,20
2024-08-11,P008,Snacks,Packaged Foods,40
2024-08-12,P001,Rice,Staples,46
2024-08-12,P002,Milk,Dairy,34
2024-08-12,P003,Biscuits,Packaged Foods,26
2024-08-12,P004,Cooking Oil,Cooking Essentials,19
2024-08-12,P005,Bread,Bakery,24
2024-08-12,P006,Soft Drinks,Beverages,28
2024-08-12,P007,Sweets,Confectionery,17
2024-08-12,P008,Snacks,Packaged Foods,31
2024-08-13,P001,Rice,Staples,45
2024-08-13,P002,Milk,Dairy,36
2024-08-13,P003,Biscuits,Packaged Foods,29
2024-08-13,P004,Cooking Oil,Cooking Essentials,19
2024-08-13,P005,Bread,Bakery,25
2024-08-13,P006,Soft Drinks,Beverages,24
2024-08-13,P007,Sweets,Confectionery,19
2024-08-13,P008,Snacks,Packaged Foods,32
2024-08-14,P001,Rice,Staples,45
2024-08-14,P002,Milk,Dairy,38
2024-08-14,P003,Biscuits,Packaged Foods,25
2024-08-14,P004,Cooking Oil,Cooking Essentials,17
2024-08-14,P005,Bread,Bakery,26
2024-08-14,P006,Soft Drinks,Beverages,28
2024-08-14,P007,Sweets,Confectionery,18
2024-08-14,P008,Snacks,Packaged Foods,31
2024-08-15,P001,Rice,Staples,56
2024-08-15,P002,Milk,Dairy,45
2024-08-15,P003,Biscuits,Packaged Foods,37
2024-08-15,P004,Cooking Oil,Cooking Essentials,24
2024-08-15,P005,Bread,Bakery,26
2024-08-15,P006,Soft Drinks,Beverages,35
2024-08-15,P007,Sweets,Confectionery,23
2024-08-15,P008,Snacks,Packaged Foods,40
2024-08-16,P001,Rice,Staples,42
2024-08-16,P002,Milk,Dairy,37
2024-08-16,P003,Biscuits,Packaged Foods,32
2024-08-16,P004,Cooking Oil,Cooking Essentials,22
2024-08-16,P005,Bread,Bakery,23
2024-08-16,P006,Soft Drinks,Beverages,27
2024-08-16,P007,Sweets,Confectionery,19
2024-08-16,P008,Snacks,Packaged Foods,32
2024-08-17,P001,Rice,Staples,45
2024-08-17,P002,Milk,Dairy,38
2024-08-17,P003,Biscuits,Packaged Foods,37
2024-08-17,P004,Cooking Oil,Cooking Essentials,22
2024-08-17,P005,Bread,Bakery,29
2024-08-17,P006,Soft Drinks,Beverages,36
2024-08-17,P007,Sweets,Confectionery,25
2024-08-17,P008,Snacks,Packaged Foods,38
2024-08-18,P001,Rice,Staples,47
2024-08-18,P002,Milk,Dairy,37
2024-08-18,P003,Biscuits,Packaged Foods,38
2024-08-18,P004,Cooking Oil,Cooking Essentials,19
2024-08-18,P005,Bread,Bakery,26
2024-08-18,P006,Soft Drinks,Beverages,32
2024-08-18,P007,Sweets,Confectionery,23
2024-08-18,P008,Snacks,Packaged Foods,37
2024-08-19,P001,Rice,Staples,44
2024-08-19,P002,Milk,Dairy,37
2024-08-19,P003,Biscuits,Packaged Foods,28
2024-08-19,P004,Cooking Oil,Cooking Essentials,20
2024-08-19,P005,Bread,Bakery,24
2024-08-19,P006,Soft Drinks,Beverages,30
2024-08-19,P007,Sweets,Confectionery,19
2024-08-19,P008,Snacks,Packaged Foods,30
2024-08-20,P001,Rice,Staples,44
2024-08-20,P002,Milk,Dairy,38
2024-08-20,P003,Biscuits,Packaged Foods,31
2024-08-20,P004,Cooking Oil,Cooking Essentials,18
2024-08-20,P005,Bread,Bakery,26
2024-08-20,P006,Soft Drinks,Beverages,26
2024-08-20,P007,Sweets,Confectionery,20
2024-08-20,P008,Snacks,Packaged Foods,35
2024-08-21,P001,Rice,Staples,46
2024-08-21,P002,Milk,Dairy,35
2024-08-21,P003,Biscuits,Packaged Foods,29
2024-08-21,P004,Cooking Oil,Cooking Essentials,21
2024-08-21,P005,Bread,Bakery,24
2024-08-21,P006,Soft Drinks,Beverages,29
2024-08-21,P007,Sweets,Confectionery,19
2024-08-21,P008,Snacks,Packaged Foods,31
2024-08-22,P001,Rice,Staples,43
2024-08-22,P002,Milk,Dairy,32
2024-08-22,P003,Biscuits,Packaged Foods,27
2024-08-22,P004,Cooking Oil,Cooking Essentials,17
2024-08-22,P005,Bread,Bakery,26
2024-08-22,P006,Soft Drinks,Beverages,32
2024-08-22,P007,Sweets,Confectionery,20
2024-08-22,P008,Snacks,Packaged Foods,28
2024-08-23,P001,Rice,Staples,48
2024-08-23,P002,Milk,Dairy,39
2024-08-23,P003,Biscuits,Packaged Foods,29
2024-08-23,P004,Cooking Oil,Cooking Essentials,20
2024-08-23,P005,Bread,Bakery,21
2024-08-23,P006,Soft Drinks,Beverages,29
2024-08-23,P007,Sweets,Confectionery,16
2024-08-23,P008,Snacks,Packaged Foods,33
2024-08-24,P001,Rice,Staples,44
2024-08-24,P002,Milk,Dairy,38
2024-08-24,P003,Biscuits,Packaged Foods,38
2024-08-24,P004,Cooking Oil,Cooking Essentials,20
2024-08-24,P005,Bread,Bakery,26
2024-08-24,P006,Soft Drinks,Beverages,32
2024-08-24,P007,Sweets,Confectionery,22
2024-08-24,P008,Snacks,Packaged Foods,39
2024-08-25,P001,Rice,Staples,44
2024-08-25,P002,Milk,Dairy,38
2024-08-25,P003,Biscuits,Packaged Foods,35
2024-08-25,P004,Cooking Oil,Cooking Essentials,20
2024-08-25,P005,Bread,Bakery,28
2024-08-25,P006,Soft Drinks,Beverages,39
2024-08-25,P007,Sweets,Confectionery,23
2024-08-25,P008,Snacks,Packaged Foods,40
2024-08-26,P001,Rice,Staples,47
2024-08-26,P002,Milk,Dairy,32
2024-08-26,P003,Biscuits,Packaged Foods,30
2024-08-26,P004,Cooking Oil,Cooking Essentials,20
2024-08-26,P005,Bread,Bakery,24
2024-08-26,P006,Soft Drinks,Beverages,29
2024-08-26,P007,Sweets,Confectionery,17
2024-08-26,P008,Snacks,Packaged Foods,33
2024-08-27,P001,Rice,Staples,47
2024-08-27,P002,Milk,Dairy,27
2024-08-27,P003,Biscuits,Packaged Foods,33
2024-08-27,P004,Cooking Oil,Cooking Essentials,15
2024-08-27,P005,Bread,Bakery,24
2024-08-27,P006,Soft Drinks,Beverages,30
2024-08-27,P007,Sweets,Confectionery,18
2024-08-27,P008,Snacks,Packaged Foods,28
2024-08-28,P001,Rice,Staples,41
2024-08-28,P002,Milk,Dairy,38
2024-08-28,P003,Biscuits,Packaged Foods,25
2024-08-28,P004,Cooking Oil,Cooking Essentials,22
2024-08-28,P005,Bread,Bakery,25
2024-08-28,P006,Soft Drinks,Beverages,25
2024-08-28,P007,Sweets,Confectionery,17
2024-08-28,P008,Snacks,Packaged Foods,29
2024-08-29,P001,Rice,Staples,48
2024-08-29,P002,Milk,Dairy,37
2024-08-29,P003,Biscuits,Packaged Foods,26
2024-08-29,P004,Cooking Oil,Cooking Essentials,19
2024-08-29,P005,Bread,Bakery,23
2024-08-29,P006,Soft Drinks,Beverages,31
2024-08-29,P007,Sweets,Confectionery,16
2024-08-29,P008,Snacks,Packaged Foods,36
2024-08-30,P001,Rice,Staples,45
2024-08-30,P002,Milk,Dairy,32
2024-08-30,P003,Biscuits,Packaged Foods,28
2024-08-30,P004,Cooking Oil,Cooking Essentials,19
2024-08-30,P005,Bread,Bakery,22
2024-08-30,P006,Soft Drinks,Beverages,28
2024-08-30,P007,Sweets,Confectionery,16
2024-08-30,P008,Snacks,Packaged Foods,26
2024-08-31,P001,Rice,Staples,48
2024-08-31,P002,Milk,Dairy,32
2024-08-31,P003,Biscuits,Packaged Foods,34
2024-08-31,P004,Cooking Oil,Cooking Essentials,20
2024-08-31,P005,Bread,Bakery,27
2024-08-31,P006,Soft Drinks,Beverages,41
2024-08-31,P007,Sweets,Confectionery,23
2024-08-31,P008,Snacks,Packaged Foods,41
2024-09-01,P001,Rice,Staples,43
2024-09-01,P002,Milk,Dairy,35
2024-09-01,P003,Biscuits,Packaged Foods,37
2024-09-01,P004,Cooking Oil,Cooking Essentials,20
2024-09-01,P005,Bread,Bakery,31
2024-09-01,P006,Soft Drinks,Beverages,34
2024-09-01,P007,Sweets,Confectionery,22
2024-09-01,P008,Snacks,Packaged Foods,38
2024-09-02,P001,Rice,Staples,46
2024-09-02,P002,Milk,Dairy,33
2024-09-02,P003,Biscuits,Packaged Foods,29
2024-09-02,P004,Cooking Oil,Cooking Essentials,20
2024-09-02,P005,Bread,Bakery,24
2024-09-02,P006,Soft Drinks,Beverages,29
2024-09-02,P007,Sweets,Confectionery,18
2024-09-02,P008,Snacks,Packaged Foods,32
2024-09-03,P001,Rice,Staples,43
2024-09-03,P002,Milk,Dairy,37
2024-09-03,P003,Biscuits,Packaged Foods,29
2024-09-03,P004,Cooking Oil,Cooking Essentials,20
2024-09-03,P005,Bread,Bakery,25
2024-09-03,P006,Soft Drinks,Beverages,32
2024-09-03,P007,Sweets,Confectionery,16
2024-09-03,P008,Snacks,Packaged Foods,34
2024-09-04,P001,Rice,Staples,38
2024-09-04,P002,Milk,Dairy,36
2024-09-04,P003,Biscuits,Packaged Foods,34
2024-09-04,P004,Cooking Oil,Cooking Essentials,21
2024-09-04,P005,Bread,Bakery,25
2024-09-04,P006,Soft Drinks,Beverages,27
2024-09-04,P007,Sweets,Confectionery,18
2024-09-04,P008,Snacks,Packaged Foods,31
2024-09-05,P001,Rice,Staples,42
2024-09-05,P002,Milk,Dairy,34
2024-09-05,P003,Biscuits,Packaged Foods,30
2024-09-05,P004,Cooking Oil,Cooking Essentials,19
2024-09-05,P005,Bread,Bakery,23
2024-09-05,P006,Soft Drinks,Beverages,25
2024-09-05,P007,Sweets,Confectionery,19
2024-09-05,P008,Snacks,Packaged Foods,33
2024-09-06,P001,Rice,Staples,46
2024-09-06,P002,Milk,Dairy,38
2024-09-06,P003,Biscuits,Packaged Foods,30
2024-09-06,P004,Cooking Oil,Cooking Essentials,21
2024-09-06,P005,Bread,Bakery,26
2024-09-06,P006,Soft Drinks,Beverages,28
2024-09-06,P007,Sweets,Confectionery,17
2024-09-06,P008,Snacks,Packaged Foods,38
2024-09-07,P001,Rice,Staples,48
2024-09-07,P002,Milk,Dairy,35
2024-09-07,P003,Biscuits,Packaged Foods,37
2024-09-07,P004,Cooking Oil,Cooking Essentials,22
2024-09-07,P005,Bread,Bakery,26
2024-09-07,P006,Soft Drinks,Beverages,39
2024-09-07,P007,Sweets,Confectionery,22
2024-09-07,P008,Snacks,Packaged Foods,37
2024-09-08,P001,Rice,Staples,54
2024-09-08,P002,Milk,Dairy,39
2024-09-08,P003,Biscuits,Packaged Foods,33
2024-09-08,P004,Cooking Oil,Cooking Essentials,24
2024-09-08,P005,Bread,Bakery,30
2024-09-08,P006,Soft Drinks,Beverages,36
2024-09-08,P007,Sweets,Confectionery,25
2024-09-08,P008,Snacks,Packaged Foods,40
2024-09-09,P001,Rice,Staples,45
2024-09-09,P002,Milk,Dairy,33
2024-09-09,P003,Biscuits,Packaged Foods,31
2024-09-09,P004,Cooking Oil,Cooking Essentials,21
2024-09-09,P005,Bread,Bakery,25
2024-09-09,P006,Soft Drinks,Beverages,26
2024-09-09,P007,Sweets,Confectionery,18
2024-09-09,P008,Snacks,Packaged Foods,32
2024-09-10,P001,Rice,Staples,40
2024-09-10,P002,Milk,Dairy,31
2024-09-10,P003,Biscuits,Packaged Foods,31
2024-09-10,P004,Cooking Oil,Cooking Essentials,16
2024-09-10,P005,Bread,Bakery,25
2024-09-10,P006,Soft Drinks,Beverages,27
2024-09-10,P007,Sweets,Confectionery,20
2024-09-10,P008,Snacks,Packaged Foods,31
2024-09-11,P001,Rice,Staples,47
2024-09-11,P002,Milk,Dairy,34
2024-09-11,P003,Biscuits,Packaged Foods,30
2024-09-11,P004,Cooking Oil,Cooking Essentials,21
2024-09-11,P005,Bread,Bakery,24
2024-09-11,P006,Soft Drinks,Beverages,30
2024-09-11,P007,Sweets,Confectionery,17
2024-09-11,P008,Snacks,Packaged Foods,33
2024-09-12,P001,Rice,Staples,48
2024-09-12,P002,Milk,Dairy,37
2024-09-12,P003,Biscuits,Packaged Foods,35
2024-09-12,P004,Cooking Oil,Cooking Essentials,19
2024-09-12,P005,Bread,Bakery,22
2024-09-12,P006,Soft Drinks,Beverages,26
2024-09-12,P007,Sweets,Confectionery,19
2024-09-12,P008,Snacks,Packaged Foods,33
2024-09-13,P001,Rice,Staples,45
2024-09-13,P002,Milk,Dairy,32
2024-09-13,P003,Biscuits,Packaged Foods,32
2024-09-13,P004,Cooking Oil,Cooking Essentials,18
2024-09-13,P005,Bread,Bakery,27
2024-09-13,P006,Soft Drinks,Beverages,34
2024-09-13,P007,Sweets,Confectionery,19
2024-09-13,P008,Snacks,Packaged Foods,33
2024-09-14,P001,Rice,Staples,48
2024-09-14,P002,Milk,Dairy,32
2024-09-14,P003,Biscuits,Packaged Foods,35
2024-09-14,P004,Cooking Oil,Cooking Essentials,20
2024-09-14,P005,Bread,Bakery,26
2024-09-14,P006,Soft Drinks,Beverages,40
2024-09-14,P007,Sweets,Confectionery,23
2024-09-14,P008,Snacks,Packaged Foods,41
2024-09-15,P001,Rice,Staples,48
2024-09-15,P002,Milk,Dairy,36
2024-09-15,P003,Biscuits,Packaged Foods,38
2024-09-15,P004,Cooking Oil,Cooking Essentials,22
2024-09-15,P005,Bread,Bakery,30
2024-09-15,P006,Soft Drinks,Beverages,36
2024-09-15,P007,Sweets,Confectionery,22
2024-09-15,P008,Snacks,Packaged Foods,36
2024-09-16,P001,Rice,Staples,38
2024-09-16,P002,Milk,Dairy,34
2024-09-16,P003,Biscuits,Packaged Foods,30
2024-09-16,P004,Cooking Oil,Cooking Essentials,18
2024-09-16,P005,Bread,Bakery,25
2024-09-16,P006,Soft Drinks,Beverages,28
2024-09-16,P007,Sweets,Confectionery,15
2024-09-16,P008,Snacks,Packaged Foods,30
2024-09-17,P001,Rice,Staples,46
2024-09-17,P002,Milk,Dairy,36
2024-09-17,P003,Biscuits,Packaged Foods,27
2024-09-17,P004,Cooking Oil,Cooking Essentials,20
2024-09-17,P005,Bread,Bakery,27
2024-09-17,P006,Soft Drinks,Beverages,30
2024-09-17,P007,Sweets,Confectionery,18
2024-09-17,P008,Snacks,Packaged Foods,31
2024-09-18,P001,Rice,Staples,43
2024-09-18,P002,Milk,Dairy,36
2024-09-18,P003,Biscuits,Packaged Foods,30
2024-09-18,P004,Cooking Oil,Cooking Essentials,21
2024-09-18,P005,Bread,Bakery,25
2024-09-18,P006,Soft Drinks,Beverages,30
2024-09-18,P007,Sweets,Confectionery,18
2024-09-18,P008,Snacks,Packaged Foods,34
2024-09-19,P001,Rice,Staples,48
2024-09-19,P002,Milk,Dairy,33
2024-09-19,P003,Biscuits,Packaged Foods,26
2024-09-19,P004,Cooking Oil,Cooking Essentials,22
2024-09-19,P005,Bread,Bakery,26
2024-09-19,P006,Soft Drinks,Beverages,24
2024-09-19,P007,Sweets,Confectionery,17
2024-09-19,P008,Snacks,Packaged Foods,34
2024-09-20,P001,Rice,Staples,44
2024-09-20,P002,Milk,Dairy,34
